,Accession,Segment,Nuc_Completeness,Species
3322,AM746313.1,S,partial,Orthohantavirus puumalaense
3323,AM746314.1,S,partial,Orthohantavirus puumalaense
3324,AM746315.1,S,partial,Orthohantavirus puumalaense
3325,AM746316.1,S,partial,Orthohantavirus puumalaense
3326,AM746317.1,S,partial,Orthohantavirus puumalaense
3327,AM746318.1,S,partial,Orthohantavirus puumalaense
3328,AM746319.1,S,partial,Orthohantavirus puumalaense
3329,AM746320.1,S,partial,Orthohantavirus puumalaense
3330,AM746321.1,S,partial,Orthohantavirus puumalaense
3331,AM746322.1,S,partial,Orthohantavirus puumalaense
3332,AM746323.1,S,partial,Orthohantavirus puumalaense
3333,AM746324.1,S,partial,Orthohantavirus puumalaense
3334,AM746325.1,S,partial,Orthohantavirus puumalaense
3335,AM746326.1,S,partial,Orthohantavirus puumalaense
3336,AM746327.1,S,partial,Orthohantavirus puumalaense
3337,AM746328.1,S,partial,Orthohantavirus puumalaense
3338,AM746329.1,S,partial,Orthohantavirus puumalaense
3339,AM746330.1,S,partial,Orthohantavirus puumalaense
3340,AM746331.1,S,partial,Orthohantavirus puumalaense
3341,AM746332.1,S,partial,Orthohantavirus puumalaense
3342,AM746333.1,S,partial,Orthohantavirus puumalaense
3343,DQ518211.1,M,partial,Orthohantavirus puumalaense
3344,DQ518212.1,M,partial,Orthohantavirus puumalaense
3345,DQ518213.1,M,partial,Orthohantavirus puumalaense
3346,DQ518214.1,M,partial,Orthohantavirus puumalaense
3347,DQ518215.1,M,partial,Orthohantavirus puumalaense
3348,DQ518216.1,M,partial,Orthohantavirus puumalaense
3349,DQ518217.1,M,partial,Orthohantavirus puumalaense
3350,DQ518218.1,M,partial,Orthohantavirus puumalaense
3351,DQ518219.1,M,partial,Orthohantavirus puumalaense
3352,DQ518220.1,M,partial,Orthohantavirus puumalaense
3353,DQ518221.1,M,partial,Orthohantavirus puumalaense
3354,DQ518222.1,M,partial,Orthohantavirus puumalaense
3355,DQ518223.1,M,partial,Orthohantavirus puumalaense
3356,DQ518224.1,M,partial,Orthohantavirus puumalaense
3357,DQ518225.1,M,partial,Orthohantavirus puumalaense
3358,DQ518226.1,M,partial,Orthohantavirus puumalaense
3359,DQ518227.1,M,partial,Orthohantavirus puumalaense
3360,DQ518228.1,M,partial,Orthohantavirus puumalaense
3361,DQ518229.1,M,partial,Orthohantavirus puumalaense
3362,DQ518230.1,M,partial,Orthohantavirus puumalaense
3363,DQ518231.1,M,partial,Orthohantavirus puumalaense
3364,DQ518232.1,M,partial,Orthohantavirus puumalaense
3365,DQ518233.1,M,partial,Orthohantavirus puumalaense
3366,DQ518234.1,M,partial,Orthohantavirus puumalaense
3367,DQ518235.1,M,partial,Orthohantavirus puumalaense
3368,DQ518236.1,M,partial,Orthohantavirus puumalaense
3369,DQ518237.1,M,partial,Orthohantavirus puumalaense
3370,EF488803.1,S,partial,Orthohantavirus puumalaense
3371,EF488804.1,S,partial,Orthohantavirus puumalaense
3372,EF488805.1,S,partial,Orthohantavirus puumalaense
3373,EF488806.1,S,partial,Orthohantavirus puumalaense
3374,EF442087.1,S,complete,Orthohantavirus puumalaense
3375,EF442088.1,S,partial,Orthohantavirus puumalaense
3376,EF442089.1,S,partial,Orthohantavirus puumalaense
3377,EF442090.1,S,partial,Orthohantavirus puumalaense
3378,EF442091.1,S,partial,Orthohantavirus puumalaense
3379,EF442092.1,S,partial,Orthohantavirus puumalaense
3380,EF442093.1,M,partial,Orthohantavirus puumalaense
3381,EF442094.1,M,partial,Orthohantavirus puumalaense
3382,EF442095.1,M,partial,Orthohantavirus puumalaense
3383,AB297665.2,S,partial,Orthohantavirus puumalaense
3384,AB297666.2,M,partial,Orthohantavirus puumalaense
3385,AB297667.2,L,partial,Orthohantavirus puumalaense
3386,EF422372.2,M,partial,Orthohantavirus puumalaense
3387,DQ408268.1,S,partial,Orthohantavirus puumalaense
3388,DQ408269.1,S,partial,Orthohantavirus puumalaense
3389,DQ408270.1,S,partial,Orthohantavirus puumalaense
3390,DQ408271.1,S,partial,Orthohantavirus puumalaense
3391,DQ408272.1,S,partial,Orthohantavirus puumalaense
3392,DQ408273.1,S,partial,Orthohantavirus puumalaense
3393,DQ408274.1,S,partial,Orthohantavirus puumalaense
3394,DQ408275.1,S,partial,Orthohantavirus puumalaense
3395,DQ408276.1,S,partial,Orthohantavirus puumalaense
3396,EF405801.1,L,complete,Orthohantavirus puumalaense
3397,EF198413.1,M,partial,Orthohantavirus puumalaense
3398,EF211819.1,S,partial,Orthohantavirus puumalaense
3399,EF211820.1,S,partial,Orthohantavirus puumalaense
3400,EF211821.1,S,partial,Orthohantavirus puumalaense
3401,EF211822.1,S,partial,Orthohantavirus puumalaense
3402,EF211823.1,S,partial,Orthohantavirus puumalaense
3403,EF211824.1,S,partial,Orthohantavirus puumalaense
3404,EF211825.1,S,partial,Orthohantavirus puumalaense
3405,DQ091190.1,S,partial,Orthohantavirus puumalaense
3406,DQ091191.1,S,partial,Orthohantavirus puumalaense
3407,DQ091192.1,S,partial,Orthohantavirus puumalaense
3408,AY954722.2,S,partial,Orthohantavirus puumalaense
3409,AY954723.2,S,partial,Orthohantavirus puumalaense
3410,AY954724.2,S,partial,Orthohantavirus puumalaense
3411,AY954725.2,S,partial,Orthohantavirus puumalaense
3412,AJ888731.1,S,partial,Orthohantavirus puumalaense
3413,AJ888732.1,S,partial,Orthohantavirus puumalaense
3414,AJ888733.1,S,partial,Orthohantavirus puumalaense
3415,AJ888734.1,S,partial,Orthohantavirus puumalaense
3416,AJ888735.1,S,partial,Orthohantavirus puumalaense
3417,AJ888736.1,S,partial,Orthohantavirus puumalaense
3418,AJ888737.1,S,partial,Orthohantavirus puumalaense
3419,AJ888738.1,S,partial,Orthohantavirus puumalaense
3420,AJ888739.1,S,partial,Orthohantavirus puumalaense
3421,AJ888740.1,S,partial,Orthohantavirus puumalaense
3422,AJ888741.1,M,partial,Orthohantavirus puumalaense
3423,AJ888742.1,M,partial,Orthohantavirus puumalaense
3424,AJ888743.1,M,partial,Orthohantavirus puumalaense
3425,AJ888744.1,M,partial,Orthohantavirus puumalaense
3426,AJ888745.1,M,partial,Orthohantavirus puumalaense
3427,AJ888746.1,M,partial,Orthohantavirus puumalaense
3428,AJ888747.1,M,partial,Orthohantavirus puumalaense
3429,AJ888748.1,M,partial,Orthohantavirus puumalaense
3430,AJ888749.1,M,partial,Orthohantavirus puumalaense
3431,AJ888750.1,M,partial,Orthohantavirus puumalaense
3432,AJ888751.1,S,partial,Orthohantavirus puumalaense
3433,AJ888752.1,S,partial,Orthohantavirus puumalaense
3434,AJ888753.1,M,partial,Orthohantavirus puumalaense
3435,AJ888754.1,M,partial,Orthohantavirus puumalaense
3436,DQ094844.1,S,partial,Orthohantavirus puumalaense
3437,AJ877240.1,M,partial,Orthohantavirus puumalaense
3438,AJ877241.1,M,partial,Orthohantavirus puumalaense
3439,AJ877242.1,M,partial,Orthohantavirus puumalaense
3440,AJ877243.1,M,partial,Orthohantavirus puumalaense
3441,AJ877244.1,M,partial,Orthohantavirus puumalaense
3442,AJ877245.1,S,partial,Orthohantavirus puumalaense
3443,AJ877246.1,S,partial,Orthohantavirus puumalaense
3444,DQ138125.1,M,partial,Orthohantavirus puumalaense
3445,DQ138127.1,M,partial,Orthohantavirus puumalaense
3446,DQ138128.1,S,partial,Orthohantavirus puumalaense
3447,DQ138129.1,S,partial,Orthohantavirus puumalaense
3448,DQ138130.1,S,partial,Orthohantavirus puumalaense
3449,DQ138131.1,S,partial,Orthohantavirus puumalaense
3450,DQ138132.1,M,partial,Orthohantavirus puumalaense
3451,DQ138133.1,S,partial,Orthohantavirus puumalaense
3452,DQ138134.1,M,partial,Orthohantavirus puumalaense
3453,DQ138135.1,S,partial,Orthohantavirus puumalaense
3454,DQ138136.1,S,partial,Orthohantavirus puumalaense
3455,DQ138137.1,M,partial,Orthohantavirus puumalaense
3456,DQ138138.1,S,partial,Orthohantavirus puumalaense
3457,DQ138139.1,M,partial,Orthohantavirus puumalaense
3458,DQ138140.1,S,partial,Orthohantavirus puumalaense
3459,DQ138141.1,M,partial,Orthohantavirus puumalaense
3460,DQ138142.1,S,partial,Orthohantavirus puumalaense
3461,DQ138143.1,S,partial,Orthohantavirus puumalaense
3462,DQ138144.1,S,partial,Orthohantavirus puumalaense
3463,DQ061259.1,S,partial,Orthohantavirus puumalaense
3464,DQ061260.1,S,partial,Orthohantavirus puumalaense
3465,DQ061261.1,S,partial,Orthohantavirus puumalaense
3466,DQ061262.1,S,partial,Orthohantavirus puumalaense
3467,DQ061263.1,S,partial,Orthohantavirus puumalaense
3468,DQ061264.1,S,partial,Orthohantavirus puumalaense
3469,DQ061270.1,M,partial,Orthohantavirus puumalaense
3470,DQ061271.1,M,partial,Orthohantavirus puumalaense
3471,DQ061272.1,M,partial,Orthohantavirus puumalaense
3472,DQ064647.1,S,partial,Orthohantavirus puumalaense
3473,DQ064648.1,S,partial,Orthohantavirus puumalaense
3474,DQ064649.1,S,partial,Orthohantavirus puumalaense
3475,DQ064650.1,S,partial,Orthohantavirus puumalaense
3476,DQ064651.1,S,partial,Orthohantavirus puumalaense
3477,DQ064652.1,S,partial,Orthohantavirus puumalaense
3478,DQ064653.1,S,partial,Orthohantavirus puumalaense
3479,DQ064654.1,S,partial,Orthohantavirus puumalaense
3480,DQ064655.1,S,partial,Orthohantavirus puumalaense
3481,DQ064656.1,S,partial,Orthohantavirus puumalaense
3482,DQ064657.1,S,partial,Orthohantavirus puumalaense
3483,DQ064658.1,S,partial,Orthohantavirus puumalaense
3484,DQ064659.1,S,partial,Orthohantavirus puumalaense
3485,DQ064660.1,S,partial,Orthohantavirus puumalaense
3486,DQ064661.1,S,partial,Orthohantavirus puumalaense
3487,DQ064662.1,S,partial,Orthohantavirus puumalaense
3488,DQ064663.1,S,partial,Orthohantavirus puumalaense
3489,DQ064664.1,S,partial,Orthohantavirus puumalaense
3490,DQ064665.1,S,partial,Orthohantavirus puumalaense
3491,DQ064666.1,S,partial,Orthohantavirus puumalaense
3492,DQ064667.1,S,partial,Orthohantavirus puumalaense
3493,DQ064668.1,S,partial,Orthohantavirus puumalaense
3494,DQ064669.1,S,partial,Orthohantavirus puumalaense
3495,DQ064670.1,S,partial,Orthohantavirus puumalaense
3496,DQ064671.1,S,partial,Orthohantavirus puumalaense
3497,DQ064672.1,S,partial,Orthohantavirus puumalaense
3498,DQ064673.1,S,partial,Orthohantavirus puumalaense
3499,DQ064674.1,S,partial,Orthohantavirus puumalaense
3500,DQ064675.1,S,partial,Orthohantavirus puumalaense
3501,DQ064676.1,S,partial,Orthohantavirus puumalaense
3502,DQ064677.1,S,partial,Orthohantavirus puumalaense
3503,DQ064678.1,S,partial,Orthohantavirus puumalaense
3504,DQ064679.1,S,partial,Orthohantavirus puumalaense
3505,DQ064680.1,S,partial,Orthohantavirus puumalaense
3506,DQ064681.1,S,partial,Orthohantavirus puumalaense
3507,DQ064682.1,S,partial,Orthohantavirus puumalaense
3508,DQ064683.1,S,partial,Orthohantavirus puumalaense
3509,DQ064684.1,S,partial,Orthohantavirus puumalaense
3510,DQ064685.1,S,partial,Orthohantavirus puumalaense
3511,DQ064686.1,S,partial,Orthohantavirus puumalaense
3512,DQ064687.1,S,partial,Orthohantavirus puumalaense
3513,DQ064688.1,S,partial,Orthohantavirus puumalaense
3514,DQ064689.1,S,partial,Orthohantavirus puumalaense
3515,DQ016430.2,S,partial,Orthohantavirus puumalaense
3516,DQ016431.2,S,partial,Orthohantavirus puumalaense
3517,DQ016432.2,S,partial,Orthohantavirus puumalaense
3518,AJ430468.1,S,partial,Orthohantavirus puumalaense
3519,AY491381.1,M,partial,Orthohantavirus puumalaense
3520,AY491382.1,M,partial,Orthohantavirus puumalaense
3521,AY491383.1,M,partial,Orthohantavirus puumalaense
3522,AY491384.1,M,partial,Orthohantavirus puumalaense
3523,AY526217.1,L,complete,Orthohantavirus puumalaense
3524,AY526218.1,M,complete,Orthohantavirus puumalaense
3525,AY526219.1,S,complete,Orthohantavirus puumalaense
3526,AJ314597.1,S,partial,Orthohantavirus puumalaense
3527,AJ314598.1,S,partial,Orthohantavirus puumalaense
3528,AJ314599.1,S,partial,Orthohantavirus puumalaense
3529,AJ314600.1,S,partial,Orthohantavirus puumalaense
3530,AJ314601.1,S,partial,Orthohantavirus puumalaense
3531,AJ416350.1,M,partial,Orthohantavirus puumalaense
3532,AY365041.1,S,partial,Orthohantavirus puumalaense
3533,AY217102.1,S,partial,Orthohantavirus puumalaense
3534,AY197740.1,S,partial,Orthohantavirus puumalaense
3535,AJ505864.1,S,partial,Orthohantavirus puumalaense
3536,AJ505865.1,S,partial,Orthohantavirus puumalaense
3537,AJ505866.1,S,partial,Orthohantavirus puumalaense
3538,AF538863.1,S,partial,Orthohantavirus puumalaense
3539,AY101391.1,S,partial,Orthohantavirus puumalaense
3540,AF448279.1,M,partial,Orthohantavirus puumalaense
3541,AF442613.1,S,partial,Orthohantavirus puumalaense
3542,AF442614.1,M,partial,Orthohantavirus puumalaense
3543,AF442615.1,M,partial,Orthohantavirus puumalaense
3544,AF442616.1,M,partial,Orthohantavirus puumalaense
3545,AF442617.1,M,partial,Orthohantavirus puumalaense
3546,AF447072.1,M,partial,Orthohantavirus puumalaense
3547,AF411446.1,S,partial,Orthohantavirus puumalaense
3548,AF411447.1,S,partial,Orthohantavirus puumalaense
3549,AF411448.1,S,partial,Orthohantavirus puumalaense
3550,AF411449.1,S,partial,Orthohantavirus puumalaense
3551,AJ277030.1,S,partial,Orthohantavirus puumalaense
3552,AF367055.1,M,partial,Orthohantavirus puumalaense
3553,AF367056.1,M,partial,Orthohantavirus puumalaense
3554,AF367057.1,M,partial,Orthohantavirus puumalaense
3555,AF367058.1,M,partial,Orthohantavirus puumalaense
3556,AF367059.1,M,partial,Orthohantavirus puumalaense
3557,AF367060.1,M,partial,Orthohantavirus puumalaense
3558,AF367061.1,M,partial,Orthohantavirus puumalaense
3559,AF367062.1,M,partial,Orthohantavirus puumalaense
3560,AF367063.1,M,partial,Orthohantavirus puumalaense
3561,AF367064.1,S,partial,Orthohantavirus puumalaense
3562,AF367065.1,S,partial,Orthohantavirus puumalaense
3563,AF367066.1,S,partial,Orthohantavirus puumalaense
3564,AF367067.1,S,partial,Orthohantavirus puumalaense
3565,AF367068.1,S,partial,Orthohantavirus puumalaense
3566,AF367069.1,S,partial,Orthohantavirus puumalaense
3567,AF367070.1,S,partial,Orthohantavirus puumalaense
3568,AF367071.1,S,partial,Orthohantavirus puumalaense
3569,AJ277031.1,S,partial,Orthohantavirus puumalaense
3570,AJ277032.1,S,partial,Orthohantavirus puumalaense
3571,AJ277033.1,S,partial,Orthohantavirus puumalaense
3572,AJ277034.1,S,partial,Orthohantavirus puumalaense
3573,AJ277035.1,S,partial,Orthohantavirus puumalaense
3574,AJ277036.1,S,partial,Orthohantavirus puumalaense
3575,AJ277037.1,S,partial,Orthohantavirus puumalaense
3576,AJ277038.1,S,partial,Orthohantavirus puumalaense
3577,AJ277039.1,S,partial,Orthohantavirus puumalaense
3578,AJ277040.1,M,partial,Orthohantavirus puumalaense
3579,AJ277041.1,M,partial,Orthohantavirus puumalaense
3580,AJ277042.1,M,partial,Orthohantavirus puumalaense
3581,AJ277043.1,M,partial,Orthohantavirus puumalaense
3582,AJ277044.1,M,partial,Orthohantavirus puumalaense
3583,AJ277045.1,M,partial,Orthohantavirus puumalaense
3584,AJ277075.1,S,partial,Orthohantavirus puumalaense
3585,AJ277076.1,S,partial,Orthohantavirus puumalaense
3586,AF352567.1,M,partial,Orthohantavirus puumalaense
3587,AF294652.1,S,partial,Orthohantavirus puumalaense
3588,AJ278086.1,M,partial,Orthohantavirus puumalaense
3589,AJ278087.1,M,partial,Orthohantavirus puumalaense
3590,AJ278089.1,M,partial,Orthohantavirus puumalaense
3591,AJ278090.1,M,partial,Orthohantavirus puumalaense
3592,AJ278091.1,M,partial,Orthohantavirus puumalaense
3593,AJ278092.1,S,partial,Orthohantavirus puumalaense
3594,AJ278093.1,S,partial,Orthohantavirus puumalaense
3595,AF284341.1,S,partial,Orthohantavirus puumalaense
3596,AF284343.1,S,partial,Orthohantavirus puumalaense
3597,AF284344.1,S,partial,Orthohantavirus puumalaense
3598,AJ238788.1,S,partial,Orthohantavirus puumalaense
3599,AJ238789.1,S,partial,Orthohantavirus puumalaense
3600,AJ238790.1,S,partial,Orthohantavirus puumalaense
3601,AJ238791.1,S,partial,Orthohantavirus puumalaense
3602,AJ238133.1,S,partial,Orthohantavirus puumalaense
3603,AJ238134.1,S,partial,Orthohantavirus puumalaense
3604,AJ238135.1,S,partial,Orthohantavirus puumalaense
3605,AJ238136.1,S,partial,Orthohantavirus puumalaense
3606,AJ238137.1,S,partial,Orthohantavirus puumalaense
3607,AJ238138.1,S,partial,Orthohantavirus puumalaense
3608,AJ238139.1,M,partial,Orthohantavirus puumalaense
3609,AJ238140.1,M,partial,Orthohantavirus puumalaense
3610,AJ238141.1,M,partial,Orthohantavirus puumalaense
3611,AJ238142.1,M,partial,Orthohantavirus puumalaense
3612,AJ238143.1,M,partial,Orthohantavirus puumalaense
3613,AJ238144.1,M,partial,Orthohantavirus puumalaense
3614,AJ238145.1,M,partial,Orthohantavirus puumalaense
3615,AJ238778.1,M,partial,Orthohantavirus puumalaense
3616,AJ238779.1,S,partial,Orthohantavirus puumalaense
3617,AJ133581.1,S,partial,Orthohantavirus puumalaense
3618,AJ133582.1,M,partial,Orthohantavirus puumalaense
3619,AJ223367.1,M,partial,Orthohantavirus puumalaense
3620,AJ223368.1,S,partial,Orthohantavirus puumalaense
3621,AJ223369.1,S,partial,Orthohantavirus puumalaense
3622,AJ223370.1,S,partial,Orthohantavirus puumalaense
3623,AJ223371.1,S,partial,Orthohantavirus puumalaense
3624,AJ223372.1,S,partial,Orthohantavirus puumalaense
3625,AJ223373.1,S,partial,Orthohantavirus puumalaense
3626,AJ223374.1,S,partial,Orthohantavirus puumalaense
3627,AJ223375.1,S,partial,Orthohantavirus puumalaense
3628,AJ223376.1,S,partial,Orthohantavirus puumalaense
3629,AJ223377.1,S,partial,Orthohantavirus puumalaense
3630,AJ223378.1,S,partial,Orthohantavirus puumalaense
3631,AJ223379.1,S,partial,Orthohantavirus puumalaense
3632,AJ223380.1,S,partial,Orthohantavirus puumalaense
3633,AJ223381.1,S,partial,Orthohantavirus puumalaense
3634,AJ223382.1,S,partial,Orthohantavirus puumalaense
3635,AJ223383.1,S,partial,Orthohantavirus puumalaense
3636,AB011631.1,M,partial,Orthohantavirus puumalaense
3637,AB010730.1,S,partial,Orthohantavirus puumalaense
3638,AB010731.1,S,partial,Orthohantavirus puumalaense
3639,AB010732.1,S,partial,Orthohantavirus puumalaense
3640,AB010733.1,S,partial,Orthohantavirus puumalaense
3641,AB010734.1,S,partial,Orthohantavirus puumalaense
3642,AB010735.1,S,partial,Orthohantavirus puumalaense
3643,AB010736.1,S,partial,Orthohantavirus puumalaense
3644,AB010737.1,S,partial,Orthohantavirus puumalaense
3645,AB010738.1,S,partial,Orthohantavirus puumalaense
3646,AB010739.1,S,partial,Orthohantavirus puumalaense
3647,AB010799.1,S,partial,Orthohantavirus puumalaense
3648,AB010800.1,S,partial,Orthohantavirus puumalaense
3649,AB010801.1,S,partial,Orthohantavirus puumalaense
3650,AB010802.1,S,partial,Orthohantavirus puumalaense
3651,AB010803.1,S,partial,Orthohantavirus puumalaense
3652,AB010804.1,S,partial,Orthohantavirus puumalaense
3653,AB010805.1,S,partial,Orthohantavirus puumalaense
3654,AB010806.1,S,partial,Orthohantavirus puumalaense
3655,Z84204.1,S,partial,Orthohantavirus puumalaense
3656,Z84205.1,M,partial,Orthohantavirus puumalaense
3657,U95306.1,S,partial,Orthohantavirus puumalaense
3658,U95307.1,S,partial,Orthohantavirus puumalaense
3659,U95308.1,S,partial,Orthohantavirus puumalaense
3660,U77386.1,S,partial,Orthohantavirus puumalaense
3661,U77387.1,M,partial,Orthohantavirus puumalaense
3662,Z69985.1,S,partial,Orthohantavirus puumalaense
3663,Z69986.1,S,partial,Orthohantavirus puumalaense
3664,Z69987.1,S,partial,Orthohantavirus puumalaense
3665,Z69988.1,M,partial,Orthohantavirus puumalaense
3666,Z69989.1,S,partial,Orthohantavirus puumalaense
3667,Z69990.1,M,partial,Orthohantavirus puumalaense
3668,Z70201.1,M,partial,Orthohantavirus puumalaense
3669,Z48586.1,S,partial,Orthohantavirus puumalaense
3670,Z49214.1,M,partial,Orthohantavirus puumalaense
3671,Z66548.1,L,partial,Orthohantavirus puumalaense
3672,Z46942.1,S,partial,Orthohantavirus puumalaense
3673,U22418.1,M,partial,Orthohantavirus puumalaense
3674,U22423.1,S,partial,Orthohantavirus puumalaense
3675,U14136.1,M,partial,Orthohantavirus puumalaense
3676,U14137.1,S,partial,Orthohantavirus puumalaense
3677,Z30704.1,S,partial,Orthohantavirus puumalaense
3678,Z30705.1,S,partial,Orthohantavirus puumalaense
