Accession,GenBank_RefSeq,Assembly,SRA_Accession,BioSample,BioProject,Organism_Name,Species,Genus,Family,Genotype,Isolate,Segment,GenBank_Title,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date,Release_Date,Molecule_type
EU562896.1,GenBank,set:3ac89df3d88bea7064402e3e3daf8cc478253532,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/713_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Kursk/713_Ap_ag/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562897.1,GenBank,set:889a952135cbf5de8ab2bb4ef8d48c57eeb39fb0,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/83_Myod.gl/08,M,"Dobrava-Belgrade virus isolate Kursk/83_Myod.gl/08 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Myodes glareolus,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562898.1,GenBank,set:b1c5a0e4ebab49875b90e0ddfd4546f56272961e,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/69_Myod.gl/08,M,"Dobrava-Belgrade virus isolate Kursk/69_Myod.gl/08 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Myodes glareolus,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562899.1,GenBank,set:74a6565a6d13982ebf46c557cc9a3436b1d0cd3f,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/01_Human/08,M,"Dobrava-Belgrade virus isolate Kursk/01_Human/08 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,,blood,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562900.1,GenBank,set:f884630ab7c1e6c43916e4bf50c61f5b02a8bf2c,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/02_Human/08,M,"Dobrava-Belgrade virus isolate Kursk/02_Human/08 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,,blood,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562901.1,GenBank,set:1fbb7a82c750a0f46eae13ab387c94501f472429,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/73_Ap_ag/08,M,"Dobrava-Belgrade virus isolate Kursk/73_Ap_ag/08 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562902.1,GenBank,set:88b32477936a0fc5560199c57d74f40e72c12cad,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/74_Ap_ag/08,M,"Dobrava-Belgrade virus isolate Kursk/74_Ap_ag/08 glycoprotein gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562903.1,GenBank,set:22ecce4566e82bf65ec440831891715bb20abfff,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/75_Ap_ag/08,M,"Dobrava-Belgrade virus isolate Kursk/75_Ap_ag/08 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562904.1,GenBank,set:03751e5cbe26ba85b4e990eb3c1613d3a71df255,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/78_Ap_ag/08,M,"Dobrava-Belgrade virus isolate Kursk/78_Ap_ag/08 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562905.1,GenBank,set:1363d3383e46f9fb4820643fe45b3f6253c8804b,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/79_Ap_ag/08,M,"Dobrava-Belgrade virus isolate Kursk/79_Ap_ag/08 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562906.1,GenBank,set:677ef200e30ea84cc538ecf83d9a032a4474b061,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/80_Ap_ag/08,M,"Dobrava-Belgrade virus isolate Kursk/80_Ap_ag/08 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562907.1,GenBank,set:f7bb826e4e17a3de2ae466468891ebc28cd8fa1f,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/81_Ap_ag/08,M,"Dobrava-Belgrade virus isolate Kursk/81_Ap_ag/08 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562908.1,GenBank,set:6b912cf4ad8074776dc806480069c8603940af5a,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Kursk/82_Ap_ag/08,M,"Dobrava-Belgrade virus isolate Kursk/82_Ap_ag/08 glycoprotein (G2) gene, partial cds",275,partial,Russia: Kursk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562909.1,GenBank,set:404dc83cf504092527859e76d0bf325f51e2f4a3,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lipetsk/21_Human/07,M,"Dobrava-Belgrade virus isolate Lipetsk/21_Human/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,,blood,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562910.1,GenBank,set:719fa31930a46af5bdd158a4fe02ba7c9275f3ac,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/003_Human/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/003_Human/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,,blood,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562911.1,GenBank,set:ce82b5809077616379780a1be1e802df84f5da0b,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/004_Human/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/004_Human/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,,blood,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562912.1,GenBank,set:66928c08a486bfaa23235cacfd05db2afd51af82,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Usman/04_Human/07,M,"Dobrava-Belgrade virus isolate Lip_Usman/04_Human/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,,blood,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562913.1,GenBank,set:ac494456740e678750a0d42a4a33ef6835b804c5,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Usman/03_Human/07,M,"Dobrava-Belgrade virus isolate Lip_Usman/03_Human/07 glycoprotein (G2) gene, partial cds",263,partial,Russia: Lipetzk,Russia,,,blood,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562914.1,GenBank,set:11c1e9ad663c3cfed9323ffac80b57b16805a44f,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Usman/02_Human/07,M,"Dobrava-Belgrade virus isolate Lip_Usman/02_Human/07 glycoprotein (G2) gene, partial cds",248,partial,Russia: Lipetzk,Russia,,,blood,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562915.1,GenBank,set:61cdcc24aa6b71b3c07d7a74d627a396647b12b3,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/026_Human,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/026_Human glycoprotein (G2) gene, partial cds",233,partial,Russia: Lipetzk,Russia,,,blood,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562916.1,GenBank,set:a8a41ac3b03a2c1d1705cf92c775089d01c36600,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/009_Human,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/009_Human glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,,blood,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562917.1,GenBank,set:a0d9b09e89c57763c334ede053aa8c0c06e35b1c,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/108_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/108_Ap_ag/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562918.1,GenBank,set:da468089a73c3bf7563858f339215fb6393e5c67,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Usman/228_Sorex/07,M,"Dobrava-Belgrade virus isolate Lip_Usman/228_Sorex/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,Sorex araneus,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562919.1,GenBank,set:125f6fef273cc6dea18c262ad4a21f0e4e3de6db,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/141_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/141_Ap_ag/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562920.1,GenBank,set:1dd844e771be2be2a617b67c3e6b46cb42e44b1c,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/54_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/54_Ap_ag/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562921.1,GenBank,set:5f938a45f60e1dc02c35a182b4b41dd12059805e,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/122_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/122_Ap_ag/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562922.1,GenBank,set:190e10d461a720eadf30a590f41f0cdb1161dd25,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/17_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/17_Ap_ag/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562923.1,GenBank,set:8ab5735444f7e501c243d1e58a96c1030e30a48b,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/13_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/13_Ap_ag/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562924.1,GenBank,set:f189fedcb27c2874477ae7b561fd7b955e2bcf4c,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/34_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/34_Ap_ag/07 glycoprotein (G2) gene, partial cds",266,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562925.1,GenBank,set:0d34217dadebc7a9b3ec61fa065f636a955d6ba0,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Usman/93_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Usman/93_Ap_ag/07 glycoprotein (G2) gene, partial cds",263,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562926.1,GenBank,set:678033b5f680695f16df1e89a49f1b91a2da1d26,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/57_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/57_Ap_ag/07 glycoprotein (G2) gene, partial cds",248,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562927.1,GenBank,set:3e4bf18b7fe3bb0b8d4f25625e63cf50c5292815,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/72_Micr_arv/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/72_Micr_arv/07 glycoprotein (G2) gene, partial cds",245,partial,Russia: Lipetzk,Russia,,Microtus arvalis,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562928.1,GenBank,set:06af124c9625b1ec324d9da08ea68faf7abc5055,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/26_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/26_Ap_ag/07 glycoprotein (G2) gene, partial cds",236,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562929.1,GenBank,set:79754b0134b0a95151fc3bc3cc2557e2000a1761,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Usman/154_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Usman/154_Ap_ag/07 glycoprotein (G2) gene, partial cds",233,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562930.1,GenBank,set:9cb7e61225c37d300135897c912f4fc8c94598fc,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Usman/196_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Usman/196_Ap_ag/07 glycoprotein (G2) gene, partial cds",200,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562931.1,GenBank,set:4097693d72fa5f92fa612ca3cf4595528635ba94,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/109_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/109_Ap_ag/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
EU562932.1,GenBank,set:055e4d3b1cdd88cb198722045fbf481bd2fb1917,,,,Orthohantavirus dobravaense,Orthohantavirus dobravaense,Orthohantavirus,Hantaviridae,,Lip_Dobrin/53_Ap_ag/07,M,"Dobrava-Belgrade virus isolate Lip_Dobrin/53_Ap_ag/07 glycoprotein (G2) gene, partial cds",269,partial,Russia: Lipetzk,Russia,,Apodemus agrarius,,"Garanina,S.B., Platonov,A.E., Zhuravlev,V.I., Murashkina,A.N., Yakimenko,V.V., Korneev,A.G., Shipulin,G.A., Shchukina,I.A., Khodiakova,I.A., Bernshtein,M.M., Malkova,M.G., Luchko,S.V.",Central Research Institute of Epidemiology,Russia,1,,2008-04-16,ssRNA(-)
